timestamp,keller_pressure_bar,keller_temperature_degC,n_keller_samples,vacuum_chamber_mbar,te_temperature_degC,tc_fault
2026-07-02T15:52:20.497,,,0,,,
2026-07-02T15:52:21.012,0.957,24.54,1,2.699723307381933e-07,26.125,0
2026-07-02T15:52:21.509,0.957,24.54,1,2.6595705343079284e-07,26.1796875,0
2026-07-02T15:52:22.009,0.9569,24.54,2,2.720026452030554e-07,26.2265625,0
2026-07-02T15:52:22.508,0.957,24.54,1,2.720026452030554e-07,26.15625,0
2026-07-02T15:52:23.007,0.957,24.54,1,2.7610919562068117e-07,26.1171875,0
2026-07-02T15:52:23.510,0.957,24.54,1,2.720026452030554e-07,26.15625,0
2026-07-02T15:52:24.009,0.957,24.54,2,2.699723307381933e-07,26.125,0
2026-07-02T15:52:24.508,0.9569,24.54,1,2.720026452030554e-07,26.1640625,0
2026-07-02T15:52:25.010,0.957,24.54,1,2.7404822855423306e-07,26.09375,0
2026-07-02T15:52:25.510,0.957,24.54,2,2.6795717118781005e-07,26.03125,0
2026-07-02T15:52:26.010,0.957,24.54,1,2.720026452030554e-07,26.0546875,0
2026-07-02T15:52:26.513,0.957,24.54,1,2.7404822855423306e-07,26.09375,0
2026-07-02T15:52:27.013,0.957,24.54,2,2.699723307381933e-07,26.03125,0
2026-07-02T15:52:27.511,0.957,24.54,1,2.699723307381933e-07,25.96875,0
2026-07-02T15:52:28.010,0.9569,24.53,1,2.699723307381933e-07,26.03125,0
2026-07-02T15:52:28.510,0.957,24.54,1,2.699723307381933e-07,26.03125,0
2026-07-02T15:52:29.012,0.9569,24.54,2,2.823855603937057e-07,26.03125,0
2026-07-02T15:52:29.511,0.957,24.53,1,2.823855603937057e-07,26.03125,0
2026-07-02T15:52:30.010,0.957,24.54,1,2.720026452030554e-07,25.96875,0
2026-07-02T15:52:30.509,0.9569,24.54,1,2.7818566209492107e-07,26.046875,0
2026-07-02T15:52:31.010,0.957,24.53,2,2.6795717118781005e-07,25.90625,0
2026-07-02T15:52:31.510,0.957,24.53,1,2.6595705343079284e-07,25.96875,0
2026-07-02T15:52:32.001,0.957,24.53,1,2.6795717118781005e-07,26.03125,0
2026-07-02T15:52:32.503,0.957,24.53,2,2.6795717118781005e-07,25.984375,0
2026-07-02T15:52:33.006,0.957,24.53,1,2.7404822855423306e-07,25.96875,0
2026-07-02T15:52:33.511,0.9571,24.53,1,2.699723307381933e-07,25.96875,0
2026-07-02T15:52:34.007,0.957,24.53,1,2.699723307381933e-07,25.96875,0
2026-07-02T15:52:34.508,0.957,24.53,2,2.720026452030554e-07,25.9453125,0
2026-07-02T15:52:35.006,0.957,24.53,1,2.6795717118781005e-07,25.859375,0
2026-07-02T15:52:35.508,0.957,24.53,1,2.720026452030554e-07,25.9609375,0
2026-07-02T15:52:36.010,0.957,24.53,2,2.7610919562068117e-07,26.953125,0
2026-07-02T15:52:36.511,0.9571,24.53,1,2.6595705343079284e-07,28.9453125,0
2026-07-02T15:52:37.010,0.957,24.53,1,2.699723307381933e-07,30.25,0
2026-07-02T15:52:37.511,0.957,24.53,1,2.720026452030554e-07,30.6328125,0
2026-07-02T15:52:37.997,0.957,24.53,2,2.6795717118781005e-07,30.7421875,0
2026-07-02T15:52:38.499,0.957,24.53,1,2.6795717118781005e-07,30.96875,0
2026-07-02T15:52:39.002,0.957,24.53,1,2.802777445395338e-07,31.15625,0
2026-07-02T15:52:39.501,0.957,24.53,2,2.802777445395338e-07,31.2890625,0
2026-07-02T15:52:40.003,0.957,24.53,1,2.720026452030554e-07,31.359375,0
2026-07-02T15:52:40.505,0.957,24.53,1,2.699723307381933e-07,31.484375,0
2026-07-02T15:52:41.000,0.957,24.53,1,2.699723307381933e-07,31.5703125,0
2026-07-02T15:52:41.498,0.957,24.54,2,2.7404822855423306e-07,31.625,0
2026-07-02T15:52:42.000,0.957,24.54,1,2.7404822855423306e-07,31.6171875,0
2026-07-02T15:52:42.502,0.957,24.54,1,2.7610919562068117e-07,31.75,0
2026-07-02T15:52:43.003,0.957,24.54,2,2.7610919562068117e-07,31.7734375,0
2026-07-02T15:52:43.501,0.957,24.54,1,2.6795717118781005e-07,31.7734375,0
2026-07-02T15:52:44.001,0.957,24.54,1,2.7610919562068117e-07,31.8671875,0
2026-07-02T15:52:44.512,0.957,24.54,2,2.7610919562068117e-07,31.78125,0
2026-07-02T15:52:45.012,0.957,24.54,1,2.699723307381933e-07,31.46875,0
2026-07-02T15:52:45.500,0.9571,24.53,1,2.699723307381933e-07,31.1015625,0
2026-07-02T15:52:46.000,0.957,24.54,1,2.699723307381933e-07,30.640625,0
2026-07-02T15:52:46.499,0.957,24.54,2,2.7404822855423306e-07,30.4296875,0
2026-07-02T15:52:46.998,0.957,24.54,1,2.6595705343079284e-07,30.1640625,0
2026-07-02T15:52:47.501,0.957,24.54,1,2.699723307381933e-07,29.78125,0
2026-07-02T15:52:48.003,0.957,24.53,1,2.720026452030554e-07,29.40625,0
2026-07-02T15:52:48.507,0.9569,24.54,2,2.7404822855423306e-07,29.2265625,0
2026-07-02T15:52:49.006,0.9569,24.54,1,2.699723307381933e-07,29.09375,0
2026-07-02T15:52:49.505,0.957,24.54,1,2.7404822855423306e-07,28.8046875,0
2026-07-02T15:52:50.007,0.957,24.54,2,2.6795717118781005e-07,28.625,0
2026-07-02T15:52:50.503,0.957,24.54,1,2.720026452030554e-07,28.3828125,0
2026-07-02T15:52:51.001,0.957,24.54,1,2.699723307381933e-07,28.2734375,0
2026-07-02T15:52:51.502,0.957,24.54,1,2.6795717118781005e-07,28.0546875,0
2026-07-02T15:52:52.003,0.957,24.53,2,2.7818566209492107e-07,27.921875,0
2026-07-02T15:52:52.505,0.957,24.54,1,2.6795717118781005e-07,27.765625,0
2026-07-02T15:52:53.008,0.957,24.53,1,2.7610919562068117e-07,27.6484375,0
2026-07-02T15:52:53.505,0.957,24.54,2,2.720026452030554e-07,27.5859375,0
2026-07-02T15:52:54.008,0.957,24.54,1,2.6795717118781005e-07,27.46875,0
2026-07-02T15:52:54.510,0.957,24.53,1,2.7404822855423306e-07,27.3828125,0
2026-07-02T15:52:55.008,0.957,24.54,1,2.6795717118781005e-07,27.28125,0
2026-07-02T15:52:55.500,0.957,24.54,2,2.699723307381933e-07,27.1484375,0
2026-07-02T15:52:56.001,0.957,24.53,1,2.720026452030554e-07,26.9765625,0
2026-07-02T15:52:56.501,0.957,24.53,1,2.7404822855423306e-07,26.890625,0
2026-07-02T15:52:57.000,0.9569,24.53,2,2.7610919562068117e-07,26.953125,0
2026-07-02T15:52:57.499,0.9569,24.53,1,2.7404822855423306e-07,26.765625,0
2026-07-02T15:52:57.998,0.9569,24.53,1,2.720026452030554e-07,26.671875,0
2026-07-02T15:52:58.498,0.957,24.53,1,2.699723307381933e-07,26.6953125,0
2026-07-02T15:52:58.999,0.957,24.54,2,2.7610919562068117e-07,26.5390625,0
2026-07-02T15:52:59.500,0.957,24.53,1,2.7610919562068117e-07,26.4375,0
2026-07-02T15:52:59.999,0.9569,24.53,1,2.823855603937057e-07,26.4609375,0
2026-07-02T15:53:00.510,0.957,24.53,2,2.7404822855423306e-07,26.375,0
2026-07-02T15:53:01.010,0.9569,24.53,1,2.7610919562068117e-07,26.2890625,0
2026-07-02T15:53:01.508,0.957,24.53,1,2.720026452030554e-07,26.15625,0
2026-07-02T15:53:02.005,0.957,24.53,1,2.699723307381933e-07,26.140625,0
2026-07-02T15:53:02.508,0.957,24.53,2,2.699723307381933e-07,26.1171875,0
2026-07-02T15:53:03.005,0.957,24.53,1,2.699723307381933e-07,26.203125,0
2026-07-02T15:53:03.505,0.957,24.53,1,2.699723307381933e-07,26.078125,0
2026-07-02T15:53:04.003,0.957,24.53,2,2.720026452030554e-07,26.1015625,0
2026-07-02T15:53:04.505,0.957,24.53,1,2.720026452030554e-07,26.140625,0
2026-07-02T15:53:05.006,0.957,24.53,1,2.6795717118781005e-07,25.9609375,0
2026-07-02T15:53:05.509,0.957,24.53,1,2.720026452030554e-07,25.9609375,0
2026-07-02T15:53:06.000,0.957,24.53,2,2.7818566209492107e-07,26.0078125,0
2026-07-02T15:53:06.503,0.957,24.53,1,2.720026452030554e-07,25.921875,0
2026-07-02T15:53:07.010,0.957,24.53,1,2.7610919562068117e-07,25.9609375,0
2026-07-02T15:53:07.500,0.9569,24.53,1,2.7404822855423306e-07,25.875,0
2026-07-02T15:53:08.001,0.9569,24.53,2,2.720026452030554e-07,25.8984375,0
2026-07-02T15:53:08.502,0.9569,24.53,1,2.7404822855423306e-07,25.9375,0
2026-07-02T15:53:09.005,0.9569,24.53,1,2.7818566209492107e-07,25.90625,0
2026-07-02T15:53:09.505,0.9569,24.53,2,2.7404822855423306e-07,25.875,0
2026-07-02T15:53:10.006,0.957,24.53,1,2.6795717118781005e-07,25.875,0
2026-07-02T15:53:10.503,0.957,24.53,1,2.6595705343079284e-07,25.90625,0
2026-07-02T15:53:11.002,0.957,24.52,1,2.7404822855423306e-07,25.7734375,0
2026-07-02T15:53:11.498,0.9569,24.52,2,2.6795717118781005e-07,25.8828125,0
2026-07-02T15:53:12.001,0.957,24.53,1,2.720026452030554e-07,25.7890625,0
2026-07-02T15:53:12.503,0.957,24.52,1,2.7818566209492107e-07,25.7890625,0
2026-07-02T15:53:13.000,0.957,24.52,2,2.7404822855423306e-07,25.7890625,0
2026-07-02T15:53:13.513,0.9571,24.52,1,2.6795717118781005e-07,25.7265625,0
2026-07-02T15:53:14.000,0.957,24.52,1,2.699723307381933e-07,25.703125,0
2026-07-02T15:53:14.499,0.957,24.52,1,2.7610919562068117e-07,25.703125,0
2026-07-02T15:53:15.009,0.9569,24.52,2,2.699723307381933e-07,25.6640625,0
2026-07-02T15:53:15.512,0.957,24.52,1,2.6795717118781005e-07,25.6640625,0
2026-07-02T15:53:16.010,0.957,24.52,1,2.699723307381933e-07,25.625,0
2026-07-02T15:53:16.510,0.957,24.52,2,2.7404822855423306e-07,25.7265625,0
2026-07-02T15:53:17.000,0.957,24.52,1,2.720026452030554e-07,25.640625,0
2026-07-02T15:53:17.501,0.957,24.52,1,2.7610919562068117e-07,25.5703125,0
2026-07-02T15:53:18.005,0.957,24.52,1,2.6795717118781005e-07,25.625,0
2026-07-02T15:53:18.505,0.957,24.52,2,2.699723307381933e-07,25.6875,0
2026-07-02T15:53:19.008,0.957,24.52,1,2.7404822855423306e-07,25.5703125,0
2026-07-02T15:53:19.511,0.9569,24.52,1,2.7818566209492107e-07,25.515625,0
2026-07-02T15:53:19.998,0.9569,24.52,2,2.6795717118781005e-07,25.5234375,0
2026-07-02T15:53:20.513,0.957,24.52,1,2.6595705343079284e-07,25.5390625,0
2026-07-02T15:53:21.012,0.957,24.52,1,2.6397186519040077e-07,25.515625,0
2026-07-02T15:53:21.511,0.957,24.52,2,2.823855603937057e-07,25.546875,0
2026-07-02T15:53:22.010,0.957,24.51,1,2.720026452030554e-07,25.5234375,0
2026-07-02T15:53:22.498,0.957,24.51,1,2.720026452030554e-07,25.5703125,0
2026-07-02T15:53:23.000,0.957,24.51,1,2.6595705343079284e-07,25.5234375,0
2026-07-02T15:53:23.499,0.9569,24.52,2,2.720026452030554e-07,25.5,0
2026-07-02T15:53:24.000,0.957,24.51,1,2.699723307381933e-07,25.4921875,0
2026-07-02T15:53:24.499,0.9569,24.51,1,2.699723307381933e-07,25.3671875,0
2026-07-02T15:53:25.000,0.957,24.52,1,2.6795717118781005e-07,25.3671875,0
2026-07-02T15:53:25.498,0.9569,24.51,2,2.7404822855423306e-07,25.3515625,0
2026-07-02T15:53:26.012,0.9569,24.51,1,2.6795717118781005e-07,25.3203125,0
2026-07-02T15:53:26.510,0.957,24.51,1,2.699723307381933e-07,25.234375,0
2026-07-02T15:53:27.009,0.9569,24.51,2,2.6795717118781005e-07,25.2578125,0
2026-07-02T15:53:27.512,0.9569,24.51,1,2.720026452030554e-07,25.28125,0
2026-07-02T15:53:28.010,0.957,24.51,1,2.7404822855423306e-07,25.328125,0
2026-07-02T15:53:28.511,0.957,24.51,2,2.6795717118781005e-07,25.21875,0
2026-07-02T15:53:29.012,0.957,24.51,1,2.7404822855423306e-07,25.2578125,0
2026-07-02T15:53:29.514,0.9569,24.51,1,2.7404822855423306e-07,25.21875,0
2026-07-02T15:53:30.011,0.9569,24.51,1,2.7404822855423306e-07,25.2734375,0
2026-07-02T15:53:30.498,0.957,24.51,1,2.6595705343079284e-07,25.2421875,0
2026-07-02T15:53:30.998,0.957,24.51,2,2.720026452030554e-07,25.28125,0
2026-07-02T15:53:31.500,0.9568,24.51,1,2.6795717118781005e-07,25.1875,0
2026-07-02T15:53:32.012,0.9569,24.51,1,2.720026452030554e-07,25.2421875,0
2026-07-02T15:53:32.512,0.9569,24.51,2,2.7818566209492107e-07,25.2421875,0
2026-07-02T15:53:33.011,0.957,24.51,1,2.6795717118781005e-07,25.171875,0
2026-07-02T15:53:33.513,0.9569,24.51,1,2.6397186519040077e-07,25.15625,0
2026-07-02T15:53:34.003,0.9569,24.51,2,2.7404822855423306e-07,25.1015625,0
2026-07-02T15:53:34.503,0.957,24.5,1,2.6795717118781005e-07,25.21875,0
2026-07-02T15:53:35.010,0.957,24.51,1,2.7818566209492107e-07,25.1015625,0
2026-07-02T15:53:35.512,0.957,24.5,1,2.7610919562068117e-07,25.0859375,0
2026-07-02T15:53:36.010,0.9569,24.5,2,2.699723307381933e-07,25.015625,0
2026-07-02T15:53:36.498,0.957,24.5,1,2.699723307381933e-07,24.9296875,0
2026-07-02T15:53:37.010,0.957,24.5,1,2.7404822855423306e-07,25.0,0
2026-07-02T15:53:37.512,0.9569,24.51,2,2.720026452030554e-07,25.078125,0
