timestamp,keller_pressure_bar,keller_temperature_degC,n_keller_samples,vacuum_chamber_mbar,te_temperature_degC,tc_fault
2026-07-21T15:36:57.335,0.9549,24.65,1,1.8105171562200022e-06,,
2026-07-21T15:36:57.832,0.9549,24.65,1,1.8241330670102055e-06,,
2026-07-21T15:36:58.333,0.955,24.65,2,1.8105171562200022e-06,,
2026-07-21T15:36:58.833,0.9549,24.65,1,1.8105171562200022e-06,,
2026-07-21T15:36:59.332,0.9549,24.65,1,1.7970028789290172e-06,,
2026-07-21T15:36:59.829,0.9549,24.65,2,1.8105171562200022e-06,,
2026-07-21T15:37:00.328,0.9549,24.65,1,1.8241330670102055e-06,,
2026-07-21T15:37:00.828,0.955,24.66,2,1.8241330670102055e-06,,
2026-07-21T15:37:01.327,0.955,24.65,1,1.7970028789290172e-06,,
2026-07-21T15:37:01.824,0.955,24.65,1,1.7970028789290172e-06,,
2026-07-21T15:37:02.323,0.955,24.65,2,1.8105171562200022e-06,,
2026-07-21T15:37:02.836,0.9549,24.65,1,1.7970028789290172e-06,,
2026-07-21T15:37:03.335,0.955,24.65,1,1.8105171562200022e-06,,
2026-07-21T15:37:03.821,0.9549,24.65,2,1.8105171562200022e-06,,
2026-07-21T15:37:04.337,0.9549,24.65,1,1.8105171562200022e-06,,
2026-07-21T15:37:04.834,0.9549,24.65,2,1.8105171562200022e-06,,
2026-07-21T15:37:05.334,0.9549,24.65,1,1.783589476512413e-06,,
2026-07-21T15:37:05.832,0.9549,24.65,1,1.8105171562200022e-06,,
2026-07-21T15:37:06.333,0.9549,24.65,2,1.7970028789290172e-06,,
2026-07-21T15:37:06.817,0.955,24.65,1,1.8105171562200022e-06,,
2026-07-21T15:37:07.332,0.955,24.66,2,1.7970028789290172e-06,,
2026-07-21T15:37:07.831,0.9549,24.66,1,1.7970028789290172e-06,,
2026-07-21T15:37:08.329,0.955,24.65,1,1.8105171562200022e-06,,
2026-07-21T15:37:08.816,0.9549,24.65,2,1.7970028789290172e-06,,
2026-07-21T15:37:09.327,0.955,24.65,1,1.8105171562200022e-06,,
2026-07-21T15:37:09.826,0.9549,24.65,2,1.7970028789290172e-06,,
2026-07-21T15:37:10.338,0.955,24.65,1,1.7970028789290172e-06,,
2026-07-21T15:37:10.832,0.955,24.66,1,1.8105171562200022e-06,,
2026-07-21T15:37:11.340,0.9549,24.65,2,1.783589476512413e-06,,
2026-07-21T15:37:11.831,0.9549,24.65,1,1.7970028789290172e-06,,
2026-07-21T15:37:12.322,0.9549,24.65,2,1.7970028789290172e-06,,
2026-07-21T15:37:12.828,0.9549,24.65,1,1.8105171562200022e-06,,
2026-07-21T15:37:13.312,0.9549,24.65,2,1.8105171562200022e-06,,
2026-07-21T15:37:13.826,0.9549,24.65,1,1.783589476512413e-06,,
2026-07-21T15:37:14.325,0.9549,24.65,1,1.7970028789290172e-06,,
2026-07-21T15:37:14.825,0.955,24.65,2,1.7970028789290172e-06,,
2026-07-21T15:37:15.324,0.955,24.66,1,1.7970028789290172e-06,,
2026-07-21T15:37:15.838,0.9549,24.65,2,1.7970028789290172e-06,,
